"","name","lat","long","segment","isCentralOffice"
"288","1281239 Berks County of",40.429667,-75.594361,144,FALSE
"289","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,145,TRUE
"290","1217394 New Cingular Wireless Pcs LLC (AT&T)",40.752111,-75.594028,145,FALSE
"291","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,146,TRUE
"292","1217394 New Cingular Wireless Pcs LLC (AT&T)",40.752111,-75.594028,146,FALSE
"293","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,147,TRUE
"294","1217394 New Cingular Wireless Pcs LLC (AT&T)",40.752111,-75.594028,147,FALSE
"295","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,148,TRUE
"296","1279231 Stc Five LLC",40.513639,-75.588778,148,FALSE
"297","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,149,TRUE
"298","1279231 Stc Five LLC",40.513639,-75.588778,149,FALSE
"299","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,150,TRUE
"300","1279231 Stc Five LLC",40.513639,-75.588778,150,FALSE
"301","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,151,TRUE
"302","1276406 New Cingular Wireless Pcs LLC (AT&T)",40.525833,-75.545694,151,FALSE
"303","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,152,TRUE
"304","1276406 New Cingular Wireless Pcs LLC (AT&T)",40.525833,-75.545694,152,FALSE
"305","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,153,TRUE
"306","1276406 New Cingular Wireless Pcs LLC (AT&T)",40.525833,-75.545694,153,FALSE
"307","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,154,TRUE
"308","1208514 Crown Atlantic Company LLC. ",40.559528,-75.544694,154,FALSE
"309","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,155,TRUE
"310","1208514 Crown Atlantic Company LLC. ",40.559528,-75.544694,155,FALSE
"311","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,156,TRUE
"312","1208514 Crown Atlantic Company LLC. ",40.559528,-75.544694,156,FALSE
"313","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,157,TRUE
"314","1232192 Jeras Corp",40.638556,-75.539056,157,FALSE
"315","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,158,TRUE
"316","1232192 Jeras Corp",40.638556,-75.539056,158,FALSE
"317","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,159,TRUE
"318","1232192 Jeras Corp",40.638556,-75.539056,159,FALSE
"319","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,160,TRUE
"320","1272999 Sba 2012 Tc Assets LLC",40.759444,-75.538333,160,FALSE
"321","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,161,TRUE
"322","1272999 Sba 2012 Tc Assets LLC",40.759444,-75.538333,161,FALSE
"323","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,162,TRUE
"324","1272999 Sba 2012 Tc Assets LLC",40.759444,-75.538333,162,FALSE
"325","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,163,TRUE
"326","1246537 Allentown SMSA LP (Verizon) ",40.619389,-75.527639,163,FALSE
"327","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,164,TRUE
"328","1246537 Allentown SMSA LP (Verizon) ",40.619389,-75.527639,164,FALSE
"329","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,165,TRUE
"330","1246537 Allentown SMSA LP (Verizon) ",40.619389,-75.527639,165,FALSE
"331","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,166,TRUE
"332","1274669 Spectrasite Communications LLC. Through American Towers LLC.",40.682972,-75.523139,166,FALSE
"333","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,167,TRUE
"334","1274669 Spectrasite Communications LLC. Through American Towers LLC.",40.682972,-75.523139,167,FALSE
"335","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,168,TRUE
"336","1274669 Spectrasite Communications LLC. Through American Towers LLC.",40.682972,-75.523139,168,FALSE
"337","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,169,TRUE
"338","1025760 New Cingular Wireless Pcs LLC (AT&T)",40.667222,-75.530667,169,FALSE
"339","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,170,TRUE
"340","1025760 New Cingular Wireless Pcs LLC (AT&T)",40.667222,-75.530667,170,FALSE
"341","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,171,TRUE
"342","1025760 New Cingular Wireless Pcs LLC (AT&T)",40.667222,-75.530667,171,FALSE
"343","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,172,TRUE
"344","1225350 Tower Assets Newco II LLC",40.663667,-75.519972,172,FALSE
"345","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,173,TRUE
"346","1225350 Tower Assets Newco II LLC",40.663667,-75.519972,173,FALSE
"347","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,174,TRUE
"348","1225350 Tower Assets Newco II LLC",40.663667,-75.519972,174,FALSE
"349","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,175,TRUE
"350","1276001 T-Mobile Usa Tower LLC",40.686806,-75.519167,175,FALSE
"351","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,176,TRUE
"352","1276001 T-Mobile Usa Tower LLC",40.686806,-75.519167,176,FALSE
"353","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,177,TRUE
"354","1276001 T-Mobile Usa Tower LLC",40.686806,-75.519167,177,FALSE
"355","SFTBPA01 SERVICE ELECTRIC TELEPHONE, INC.",40.5569,-75.2898,178,TRUE
"356","1254682 New Cingular Wireless Pcs LLC (AT&T)",40.941417,-75.518139,178,FALSE
"357","CPBGPAXC COMMONWEALTH TELEPHONE COMPANY",40.5156,-75.3892,179,TRUE
"358","1254682 New Cingular Wireless Pcs LLC (AT&T)",40.941417,-75.518139,179,FALSE
"359","USCNPA01 SERVICE ELECTRIC TELEPHONE, INC.",40.5324,-75.3581,180,TRUE
"360","1254682 New Cingular Wireless Pcs LLC (AT&T)",40.941417,-75.518139,180,FALSE
"361","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,181,TRUE
"362","1237827 Stc Five LLC (SPRINT)",40.562667,-75.516861,181,FALSE
"363","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,182,TRUE
"364","1237827 Stc Five LLC (SPRINT)",40.562667,-75.516861,182,FALSE
"365","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,183,TRUE
"366","1237827 Stc Five LLC (SPRINT)",40.562667,-75.516861,183,FALSE
"367","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,184,TRUE
"368","1031111 Capstar Radio Operating Co",40.661083,-75.515333,184,FALSE
"369","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,185,TRUE
"370","1031111 Capstar Radio Operating Co",40.661083,-75.515333,185,FALSE
"371","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,186,TRUE
"372","1031111 Capstar Radio Operating Co",40.661083,-75.515333,186,FALSE
"373","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,187,TRUE
"374","1031110 Capstar Radio Operating Co",40.660556,-75.514444,187,FALSE
"375","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,188,TRUE
"376","1031110 Capstar Radio Operating Co",40.660556,-75.514444,188,FALSE
"377","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,189,TRUE
"378","1031110 Capstar Radio Operating Co",40.660556,-75.514444,189,FALSE
"379","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,190,TRUE
"380","1247887 Allentown SMSA LP (Verizon) ",40.5665,-75.514167,190,FALSE
"381","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,191,TRUE
"382","1247887 Allentown SMSA LP (Verizon) ",40.5665,-75.514167,191,FALSE
"383","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,192,TRUE
"384","1247887 Allentown SMSA LP (Verizon) ",40.5665,-75.514167,192,FALSE
"385","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,193,TRUE
"386","1031111 Capstar Radio Operating Co",40.660278,-75.513889,193,FALSE
"387","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,194,TRUE
"388","1031111 Capstar Radio Operating Co",40.660278,-75.513889,194,FALSE
"389","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,195,TRUE
"390","1031111 Capstar Radio Operating Co",40.660278,-75.513889,195,FALSE
"391","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,196,TRUE
"392","1031107 Capstar Radio Operating Co",40.660278,-75.513889,196,FALSE
"393","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,197,TRUE
"394","1031107 Capstar Radio Operating Co",40.660278,-75.513889,197,FALSE
"395","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,198,TRUE
"396","1031107 Capstar Radio Operating Co",40.660278,-75.513889,198,FALSE
"397","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,199,TRUE
"398","1031110 Capstar Radio Operating Co",40.660278,-75.513889,199,FALSE
"399","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,200,TRUE
"400","1031110 Capstar Radio Operating Co",40.660278,-75.513889,200,FALSE
"401","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,201,TRUE
"402","1031110 Capstar Radio Operating Co",40.660278,-75.513889,201,FALSE
"403","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,202,TRUE
"404","1031109 Capstar Radio Operating Co",40.660278,-75.513889,202,FALSE
"405","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,203,TRUE
"406","1031109 Capstar Radio Operating Co",40.660278,-75.513889,203,FALSE
"407","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,204,TRUE
"408","1031109 Capstar Radio Operating Co",40.660278,-75.513889,204,FALSE
"409","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,205,TRUE
"410","1031108 Capstar Radio Operating Co",40.660278,-75.513889,205,FALSE
"411","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,206,TRUE
"412","1031108 Capstar Radio Operating Co",40.660278,-75.513889,206,FALSE
"413","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,207,TRUE
"414","1031108 Capstar Radio Operating Co",40.660278,-75.513889,207,FALSE
"415","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,208,TRUE
"416","1031109 Capstar Radio Operating Co",40.660278,-75.513611,208,FALSE
"417","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,209,TRUE
"418","1031109 Capstar Radio Operating Co",40.660278,-75.513611,209,FALSE
"419","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,210,TRUE
"420","1031109 Capstar Radio Operating Co",40.660278,-75.513611,210,FALSE
"421","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,211,TRUE
"422","1031108 Capstar Radio Operating Co",40.659444,-75.5125,211,FALSE
"423","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,212,TRUE
"424","1031108 Capstar Radio Operating Co",40.659444,-75.5125,212,FALSE
"425","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,213,TRUE
"426","1031108 Capstar Radio Operating Co",40.659444,-75.5125,213,FALSE
"427","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,214,TRUE
"428","1063978 New Cingular Wireless Pcs LLC (AT&T)",40.525611,-75.512361,214,FALSE
"429","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,215,TRUE
"430","1063978 New Cingular Wireless Pcs LLC (AT&T)",40.525611,-75.512361,215,FALSE
"431","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,216,TRUE
"432","1063978 New Cingular Wireless Pcs LLC (AT&T)",40.525611,-75.512361,216,FALSE
"433","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,217,TRUE
"434","1242824 Commonwealth Of Pennsylvania",40.575028,-75.51225,217,FALSE
"435","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,218,TRUE
"436","1242824 Commonwealth Of Pennsylvania",40.575028,-75.51225,218,FALSE
"437","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,219,TRUE
"438","1242824 Commonwealth Of Pennsylvania",40.575028,-75.51225,219,FALSE
"439","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,220,TRUE
"440","1031107 Capstar Radio Operating Co",40.658889,-75.511389,220,FALSE
"441","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,221,TRUE
"442","1031107 Capstar Radio Operating Co",40.658889,-75.511389,221,FALSE
"443","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,222,TRUE
"444","1031107 Capstar Radio Operating Co",40.658889,-75.511389,222,FALSE
"445","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,223,TRUE
"446","1231753 Spectrasite Communications LLC. Through American Towers LLC.",40.495278,-75.509778,223,FALSE
"447","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,224,TRUE
"448","1231753 Spectrasite Communications LLC. Through American Towers LLC.",40.495278,-75.509778,224,FALSE
"449","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,225,TRUE
"450","1231753 Spectrasite Communications LLC. Through American Towers LLC.",40.495278,-75.509778,225,FALSE
"451","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,226,TRUE
"452","1243424 Sba Towers II LLC",40.672472,-75.499361,226,FALSE
"453","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,227,TRUE
"454","1243424 Sba Towers II LLC",40.672472,-75.499361,227,FALSE
"455","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,228,TRUE
"456","1243424 Sba Towers II LLC",40.672472,-75.499361,228,FALSE
"457","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,229,TRUE
"458","1025077 Commonwealth Of Pennsylvania State Police",40.518889,-75.493611,229,FALSE
"459","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,230,TRUE
"460","1025077 Commonwealth Of Pennsylvania State Police",40.518889,-75.493611,230,FALSE
"461","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,231,TRUE
"462","1025077 Commonwealth Of Pennsylvania State Police",40.518889,-75.493611,231,FALSE
"463","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,232,TRUE
"464","1201936 New Cingular Wireless Pcs LLC (AT&T)",40.553194,-75.492806,232,FALSE
"465","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,233,TRUE
"466","1201936 New Cingular Wireless Pcs LLC (AT&T)",40.553194,-75.492806,233,FALSE
"467","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,234,TRUE
"468","1201936 New Cingular Wireless Pcs LLC (AT&T)",40.553194,-75.492806,234,FALSE
"469","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,235,TRUE
"470","1208927 Spectrasite Communications LLC. Through American Towers LLC.",40.792778,-75.4925,235,FALSE
"471","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,236,TRUE
"472","1208927 Spectrasite Communications LLC. Through American Towers LLC.",40.792778,-75.4925,236,FALSE
"473","SFTBPA01 SERVICE ELECTRIC TELEPHONE, INC.",40.5569,-75.2898,237,TRUE
"474","1208927 Spectrasite Communications LLC. Through American Towers LLC.",40.792778,-75.4925,237,FALSE
"475","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,238,TRUE
"476","1205334 Borough Of Emmaus",40.536194,-75.490167,238,FALSE
"477","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,239,TRUE
"478","1205334 Borough Of Emmaus",40.536194,-75.490167,239,FALSE
"479","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,240,TRUE
"480","1205334 Borough Of Emmaus",40.536194,-75.490167,240,FALSE
"481","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,241,TRUE
"482","1228595 Spectrasite Communications LLC. Through American Towers LLC.",40.649917,-75.490056,241,FALSE
"483","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,242,TRUE
"484","1228595 Spectrasite Communications LLC. Through American Towers LLC.",40.649917,-75.490056,242,FALSE
"485","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,243,TRUE
"486","1228595 Spectrasite Communications LLC. Through American Towers LLC.",40.649917,-75.490056,243,FALSE
"487","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,244,TRUE
"488","1200414 Pennsylvania Turnpike Commission",40.519528,-75.488833,244,FALSE
"489","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,245,TRUE
"490","1200414 Pennsylvania Turnpike Commission",40.519528,-75.488833,245,FALSE
"491","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,246,TRUE
"492","1200414 Pennsylvania Turnpike Commission",40.519528,-75.488833,246,FALSE
"493","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,247,TRUE
"494","1232035 Spectrasite Communications LLC. Through American Towers LLC.",40.5475,-75.487833,247,FALSE
"495","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,248,TRUE
"496","1232035 Spectrasite Communications LLC. Through American Towers LLC.",40.5475,-75.487833,248,FALSE
"497","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,249,TRUE
"498","1232035 Spectrasite Communications LLC. Through American Towers LLC.",40.5475,-75.487833,249,FALSE
"499","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,250,TRUE
"500","1223232 New Cingular Wireless Pcs LLC (AT&T)",40.690194,-75.487278,250,FALSE
"501","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,251,TRUE
"502","1223232 New Cingular Wireless Pcs LLC (AT&T)",40.690194,-75.487278,251,FALSE
"503","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,252,TRUE
"504","1223232 New Cingular Wireless Pcs LLC (AT&T)",40.690194,-75.487278,252,FALSE
"505","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,253,TRUE
"506","1026590 Capstar Radio Operating Co",40.637222,-75.484444,253,FALSE
"507","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,254,TRUE
"508","1026590 Capstar Radio Operating Co",40.637222,-75.484444,254,FALSE
"509","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,255,TRUE
"510","1026590 Capstar Radio Operating Co",40.637222,-75.484444,255,FALSE
"511","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,256,TRUE
"512","1026589 Capstar Radio Operating Co",40.636944,-75.483889,256,FALSE
"513","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,257,TRUE
"514","1026589 Capstar Radio Operating Co",40.636944,-75.483889,257,FALSE
"515","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,258,TRUE
"516","1026589 Capstar Radio Operating Co",40.636944,-75.483889,258,FALSE
"517","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,259,TRUE
"518","1026590 Capstar Radio Operating Co",40.636944,-75.483889,259,FALSE
"519","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,260,TRUE
"520","1026590 Capstar Radio Operating Co",40.636944,-75.483889,260,FALSE
"521","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,261,TRUE
"522","1026590 Capstar Radio Operating Co",40.636944,-75.483889,261,FALSE
"523","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,262,TRUE
"524","1026588 Capstar Radio Operating Co",40.636944,-75.483889,262,FALSE
"525","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,263,TRUE
"526","1026588 Capstar Radio Operating Co",40.636944,-75.483889,263,FALSE
"527","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,264,TRUE
"528","1026588 Capstar Radio Operating Co",40.636944,-75.483889,264,FALSE
"529","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,265,TRUE
"530","1026588 Capstar Radio Operating Co",40.636667,-75.483611,265,FALSE
"531","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,266,TRUE
"532","1026588 Capstar Radio Operating Co",40.636667,-75.483611,266,FALSE
"533","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,267,TRUE
"534","1026588 Capstar Radio Operating Co",40.636667,-75.483611,267,FALSE
"535","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,268,TRUE
"536","1255957 Sba Monarch Towers II LLC",40.664472,-75.48225,268,FALSE
"537","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,269,TRUE
"538","1255957 Sba Monarch Towers II LLC",40.664472,-75.48225,269,FALSE
"539","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,270,TRUE
"540","1255957 Sba Monarch Towers II LLC",40.664472,-75.48225,270,FALSE
"541","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,271,TRUE
"542","1249493 Sba Monarch Towers II LLC",40.561361,-75.480139,271,FALSE
"543","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,272,TRUE
"544","1249493 Sba Monarch Towers II LLC",40.561361,-75.480139,272,FALSE
"545","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,273,TRUE
"546","1249493 Sba Monarch Towers II LLC",40.561361,-75.480139,273,FALSE
"547","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,274,TRUE
"548","1038296 Crown Atlantic Company LLC. ",40.600472,-75.4795,274,FALSE
"549","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,275,TRUE
"550","1038296 Crown Atlantic Company LLC. ",40.600472,-75.4795,275,FALSE
"551","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,276,TRUE
"552","1038296 Crown Atlantic Company LLC. ",40.600472,-75.4795,276,FALSE
"553","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,277,TRUE
"554","1016361 Lehigh Valley Broadcasting Association",40.592778,-75.478056,277,FALSE
"555","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,278,TRUE
"556","1016361 Lehigh Valley Broadcasting Association",40.592778,-75.478056,278,FALSE
"557","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,279,TRUE
"558","1016361 Lehigh Valley Broadcasting Association",40.592778,-75.478056,279,FALSE
"559","PTLDPAXP COMMONWEALTH TELEPHONE COMPANY",40.921,-75.098,280,TRUE
"560","1016360 Lehigh Valley Broadcasting Association",40.5925,-75.478056,280,FALSE
"561","RMNHPAXR COMMONWEALTH TELEPHONE COMPANY",40.8484,-75.1419,281,TRUE
"562","1016360 Lehigh Valley Broadcasting Association",40.5925,-75.478056,281,FALSE
"563","BNGRPAXB COMMONWEALTH TELEPHONE COMPANY",40.8696,-75.2112,282,TRUE
